"Term","Term Description","Session","Class","Subject","Catalog Nbr","Section","Class Nbr","Component","Description","Academic Organization","Location Code","Instruction Mode","Enrollment Total","Enrollment Capacity","Wait List Total","List of Students"
"2268","Fall 2026","1","CASAN 101 B6","CASAN","101","B6","3109","DIS","Sociocultural Anthropology","CASAN","CHARLESRIV","P","25","25","0","List of Students"
"2268","Fall 2026","1","CASAN 101 B7","CASAN","101","B7","3110","DIS","Sociocultural Anthropology","CASAN","CHARLESRIV","P","26","25","0","List of Students"
"2268","Fall 2026","1","CASAN 102 A1","CASAN","102","A1","3111","LEC","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","100","100","0","List of Students"
"2268","Fall 2026","1","CASAN 102 B1","CASAN","102","B1","3112","LAB","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASAN 102 B2","CASAN","102","B2","3113","LAB","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASAN 102 B3","CASAN","102","B3","3114","LAB","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASAN 102 B4","CASAN","102","B4","3115","LAB","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASAN 102 B5","CASAN","102","B5","6465","LAB","Human Biology, Behavior & Evol","CASAN","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASAN 201 A1","CASAN","201","A1","16709","IND","Indigenous Peoples Americas","CASAN","CHARLESRIV","P","1","1","0","List of Students"
"2268","Fall 2026","1","CASAN 206 A1","CASAN","206","A1","7281","IND","ANCIENT TECHNO","CASAN","CHARLESRIV","P","5","5","1","List of Students"
"2268","Fall 2026","1","CASAN 210 A1","CASAN","210","A1","3116","IND","Intro to Medical Anthropology","CASAN","CHARLESRIV","P","35","35","3","List of Students"
"2268","Fall 2026","1","CASAN 211 A1","CASAN","211","A1","3117","IND","Humans Among Animals","CASAN","CHARLESRIV","P","35","35","18","List of Students"
"2268","Fall 2026","1","CASAN 220 A1","CASAN","220","A1","16996","IND","URBAN ANTHRO","CASAN","CHARLESRIV","P","60","60","3","List of Students"
"2268","Fall 2026","1","CASAN 234 A1","CASAN","234","A1","3118","IND","Evolutionary Psychology","CASAN","CHARLESRIV","P","125","125","6","List of Students"
"2268","Fall 2026","1","CASAN 252 A1","CASAN","252","A1","3119","IND","Ethnicity and Identity","CASAN","CHARLESRIV","P","30","30","2","List of Students"
"2268","Fall 2026","1","CASAN 280 A1","CASAN","280","A1","7299","IND","Eating Drinking Ancient World","CASAN","CHARLESRIV","P","15","15","1","List of Students"
"2268","Fall 2026","1","CASAN 287 A1","CASAN","287","A1","6439","IND","Slavery and the In-Between","CASAN","CHARLESRIV","P","14","15","0","List of Students"
"2268","Fall 2026","1","CASAN 290 A1","CASAN","290","A1","3120","IND","Children and Culture","CASAN","CHARLESRIV","P","45","45","1","List of Students"
"2268","Fall 2026","1","CASAN 311 A1","CASAN","311","A1","3121","IND","Culture and Biotech","CASAN","CHARLESRIV","P","20","20","9","List of Students"
"2268","Fall 2026","1","CASAN 318 A1","CASAN","318","A1","3122","IND","SE ASIA TRADIT","CASAN","CHARLESRIV","P","23","30","0","List of Students"
"2268","Fall 2026","1","CASAN 321 A1","CASAN","321","A1","16997","IND","Cognition and Culture","CASAN","CHARLESRIV","P","29","30","0","List of Students"
"2268","Fall 2026","1","CASAN 327 A1","CASAN","327","A1","3123","IND","ISLAM IN AFRICA","CASAN","CHARLESRIV","P","30","30","0","List of Students"
"2268","Fall 2026","1","CASAN 331 A1","CASAN","331","A1","16998","IND","HUMAN ORIGINS","CASAN","CHARLESRIV","P","11","30","0","List of Students"
"2268","Fall 2026","1","CASAN 335 A1","CASAN","335","A1","7254","IND","The Ape Within","CASAN","CHARLESRIV","P","26","30","0","List of Students"
"2268","Fall 2026","1","CASAN 351 A1","CASAN","351","A1","3125","IND","LANG CULT&SOC","CASAN","CHARLESRIV","P","20","40","0","List of Students"
"2268","Fall 2026","1","CASAN 362 A1","CASAN","362","A1","17001","IND","CULTURE&ENVIRON","CASAN","CHARLESRIV","P","28","30","0","List of Students"
"2268","Fall 2026","1","CASAN 368E SD","CASAN","368E","SD","3126","IND","AUSTRL CULT&SOC","SAB","AUSTRALIA","P","42","150","0","List of Students"
"2268","Fall 2026","1","CASAN 369 A1","CASAN","369","A1","17005","IND","INDIGENOUS ARCH","CASAN","CHARLESRIV","P","4","5","0","List of Students"
"2268","Fall 2026","1","CASAN 384 A1","CASAN","384","A1","7255","IND","ANTHRO RELIGION","CASAN","CHARLESRIV","P","18","23","0","List of Students"
"2268","Fall 2026","1","CASAN 401 A1","CASAN","401","A1","3127","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 A7","CASAN","401","A7","3128","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 B1","CASAN","401","B1","3129","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 C1","CASAN","401","C1","3130","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 D2","CASAN","401","D2","3131","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 D4","CASAN","401","D4","3132","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 F2","CASAN","401","F2","3133","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 G1","CASAN","401","G1","3134","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 G2","CASAN","401","G2","3135","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 H1","CASAN","401","H1","3136","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 H3","CASAN","401","H3","3137","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 H4","CASAN","401","H4","3138","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 K1","CASAN","401","K1","3139","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 K3","CASAN","401","K3","3140","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 N1","CASAN","401","N1","3141","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 O2","CASAN","401","O2","3142","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASAN 401 S1","CASAN","401","S1","3143","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 S2","CASAN","401","S2","3144","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 S3","CASAN","401","S3","3145","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 T2","CASAN","401","T2","3146","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 W1","CASAN","401","W1","3147","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 W3","CASAN","401","W3","3148","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 W4","CASAN","401","W4","3149","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 401 W5","CASAN","401","W5","3150","DRS","Honors Anthropology 1","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 461 A1","CASAN","461","A1","3151","IND","ETH&AN THEORY 1","CASAN","CHARLESRIV","P","8","15","0","List of Students"
"2268","Fall 2026","1","CASAN 532 A1","CASAN","532","A1","6438","IND","Literacy and Islam in Africa","CASAN","CHARLESRIV","P","9","15","0","List of Students"
"2268","Fall 2026","1","CASAN 533 A1","CASAN","533","A1","7257","IND","Ethnographic Genres","CASAN","CHARLESRIV","P","7","20","0","List of Students"
"2268","Fall 2026","1","CASAN 550 A1","CASAN","550","A1","6440","IND","Human Osteology","CASAN","CHARLESRIV","P","5","10","0","List of Students"
"2268","Fall 2026","1","CASAN 559 A1","CASAN","559","A1","3152","IND","EVO ENDO","CASAN","CHARLESRIV","P","17","16","3","List of Students"
"2268","Fall 2026","1","CASAN 562 A1","CASAN","562","A1","17002","IND","EVOLUTION & WAR","CASAN","CHARLESRIV","P","16","15","18","List of Students"
"2268","Fall 2026","1","CASAN 568 A1","CASAN","568","A1","16986","IND","Symbol, Myth, and Rite","CASAN","CHARLESRIV","P","12","12","0","List of Students"
"2268","Fall 2026","1","CASAN 590 A1","CASAN","590","A1","17673","IND","SEM-TECH FLD WK","CASAN","CHARLESRIV","P","9","15","0","List of Students"
"2268","Fall 2026","1","CASAN 703 A1","CASAN","703","A1","17148","IND","AN HIST&PRCTICE","CASAN","CHARLESRIV","P","5","10","0","List of Students"
"2268","Fall 2026","1","CASAN 718 A1","CASAN","718","A1","11063","IND","SE ASIA TRADIT","CASAN","CHARLESRIV","P","3","5","0","List of Students"
"2268","Fall 2026","1","CASAN 731 A1","CASAN","731","A1","16999","IND","Human Origins","CASAN","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASAN 735 A1","CASAN","735","A1","12000","IND","THE APE WITHIN","CASAN","CHARLESRIV","P","2","5","0","List of Students"
"2268","Fall 2026","1","CASAN 784 A1","CASAN","784","A1","12001","IND","GRAD ANTH RELIG","CASAN","CHARLESRIV","P","3","5","0","List of Students"
"2268","Fall 2026","1","CASAN 791 A1","CASAN","791","A1","11065","IND","Theory in Archaeology","CASAN","CHARLESRIV","P","0","3","0","List of Students"
"2268","Fall 2026","1","CASAN 901 A7","CASAN","901","A7","11066","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","3","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 B1","CASAN","901","B1","11067","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 C1","CASAN","901","C1","11068","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 D2","CASAN","901","D2","11069","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 F2","CASAN","901","F2","11070","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 G1","CASAN","901","G1","11071","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 G2","CASAN","901","G2","11072","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 H1","CASAN","901","H1","11073","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 H3","CASAN","901","H3","11074","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 H4","CASAN","901","H4","11075","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 K1","CASAN","901","K1","11076","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 K3","CASAN","901","K3","11077","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 N1","CASAN","901","N1","11078","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 O2","CASAN","901","O2","11079","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 S1","CASAN","901","S1","11080","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 S3","CASAN","901","S3","11081","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 W1","CASAN","901","W1","11082","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 W3","CASAN","901","W3","11083","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 W4","CASAN","901","W4","11084","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 901 W5","CASAN","901","W5","11085","DRS","Directed Study in Anthropology","CASAN","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAN 981 X1","CASAN","981","X1","11086","OTH","Cert Full-Time Study","CASAN","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASAN 983 X1","CASAN","983","X1","11087","OTH","Continuing Study Part-Time","CASAN","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASAN 985 X1","CASAN","985","X1","11088","OTH","Continuing Study Full-Time","CASAN","CHARLESRIV","P","25","999","0","List of Students"
"2268","Fall 2026","1","CASAR 100 A1","CASAR","100","A1","3153","IND","Archaeology Today","CASAR","CHARLESRIV","P","127","200","0","List of Students"
"2268","Fall 2026","1","CASAR 150 A1","CASAR","150","A1","7086","IND","Archaeology of Cities","CASAR","CHARLESRIV","P","50","50","1","List of Students"
"2268","Fall 2026","1","CASAR 190 A1","CASAR","190","A1","6140","LEC","ARCHAEOLOGY","CASAR","CHARLESRIV","P","47","100","0","List of Students"
"2268","Fall 2026","1","CASAR 190 B2","CASAR","190","B2","6142","DIS","ARCHAEOLOGY","CASAR","CHARLESRIV","P","11","25","0","List of Students"
"2268","Fall 2026","1","CASAR 190 B3","CASAR","190","B3","6314","DIS","ARCHAEOLOGY","CASAR","CHARLESRIV","P","11","25","0","List of Students"
"2268","Fall 2026","1","CASAR 190 B4","CASAR","190","B4","6143","DIS","ARCHAEOLOGY","CASAR","CHARLESRIV","P","14","25","0","List of Students"
"2268","Fall 2026","1","CASAR 190 B5","CASAR","190","B5","15907","DIS","ARCHAEOLOGY","CASAR","CHARLESRIV","P","11","25","0","List of Students"
"2268","Fall 2026","1","CASAR 200E MP","CASAR","200E","MP","3154","IND","HERITAGE MATTRS","SAB","SPAIN","P","10","30","0","List of Students"
"2268","Fall 2026","1","CASAR 201 A1","CASAR","201","A1","6377","IND","Indigenous Peoples Americas","CASAR","CHARLESRIV","P","25","25","0","List of Students"
"2268","Fall 2026","1","CASAR 206 A1","CASAR","206","A1","7087","IND","Ancient Technology","CASAR","CHARLESRIV","P","25","25","1","List of Students"
"2268","Fall 2026","1","CASAR 210 A1","CASAR","210","A1","7088","IND","MINOANS&MYCENAE","CASAR","CHARLESRIV","P","25","25","0","List of Students"
"2268","Fall 2026","1","CASAR 230 A1","CASAR","230","A1","17645","IND","GREEK&ROM ARCH","CASAR","CHARLESRIV","P","26","30","0","List of Students"
"2268","Fall 2026","1","CASAR 235 A1","CASAR","235","A1","17824","IND","Archaeology of Africa","CASAR","CHARLESRIV","P","4","30","0","List of Students"
"2268","Fall 2026","1","CASAR 240 A1","CASAR","240","A1","15909","IND","Archaeology of Ancient China","CASAR","CHARLESRIV","P","35","35","0","List of Students"
"2268","Fall 2026","1","CASAR 280 A1","CASAR","280","A1","3156","IND","Eating/Drinking Ancient World","CASAR","CHARLESRIV","P","45","50","9","List of Students"
"2268","Fall 2026","1","CASAR 307 A1","CASAR","307","A1","3157","LEC","Archaeological Science","CASAR","CHARLESRIV","P","15","30","0","List of Students"
"2268","Fall 2026","1","CASAR 307 B1","CASAR","307","B1","3158","LAB","Archaeological Science","CASAR","CHARLESRIV","P","15","15","0","List of Students"
"2268","Fall 2026","1","CASAR 307 B2","CASAR","307","B2","3159","LAB","Archaeological Science","CASAR","CHARLESRIV","P","0","15","0","List of Students"
"2268","Fall 2026","1","CASAR 369 A1","CASAR","369","A1","15910","IND","INDIGENOUS ARCH","CASAR","CHARLESRIV","P","5","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 B1","CASAR","401","B1","3160","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 B2","CASAR","401","B2","3161","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 B3","CASAR","401","B3","3162","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 C1","CASAR","401","C1","3163","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 M1","CASAR","401","M1","3164","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 R1","CASAR","401","R1","3165","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 R2","CASAR","401","R2","3166","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 401 W1","CASAR","401","W1","3167","DRS","Senior Independent Work","CASAR","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASAR 491 A1","CASAR","491","A1","3168","DRS","Directed Study in Archaeology","CASAR","CHARLESRIV","P","0","10","0","List of Students"
